seed,cluster_sizes,full_feature_silhouette,method_space_silhouette,consensus_stability,cluster_balance,os_logrank_p,pfi_logrank_p,dss_logrank_p,clinical_score_os_pfi,beats_baseline_core,ari_vs_seed42,label_agreement_vs_seed42,n_boundary_samples_from_latent,boundary_samples_from_latent
42,153;211,0.052986878408080536,0.13794072933430043,0.8906119970733986,0.7251184834123223,0.000627547937113643,0.013663464200192953,0.0008992746515564702,2.533396135236698,True,1.0,1.0,4,TCGA-BR-8682-01;TCGA-D7-5578-01;TCGA-D7-6822-01;TCGA-HU-8249-01
2024,152;212,0.0528232413419759,0.13796455930648385,0.8947833357076491,0.7169811320754716,0.0007330178544141553,0.015797701120298258,0.0010130419225908248,2.468145776937403,True,0.9890048751731636,0.9972527472527473,3,TCGA-BR-8682-01;TCGA-D7-6822-01;TCGA-HU-8249-01
2026,153;211,0.053059414894227344,0.13789677450326845,0.9011335050536613,0.7251184834123223,0.0006309467138013252,0.013801006923491491,0.0009051867421769477,2.5300482717608763,True,0.9780712193073015,0.9945054945054945,2,TCGA-BR-8682-01;TCGA-HU-8249-01
7,153;211,0.053059414894227344,0.13793053608957162,0.8914761212550231,0.7251184834123223,0.0006309467138013252,0.013801006923491491,0.0009051867421769477,2.5300482717608763,True,0.9780712193073015,0.9945054945054945,2,TCGA-BR-8682-01;TCGA-HU-8249-01
99,152;212,0.05265174283863436,0.1375284406943809,0.8847599776878418,0.7169811320754716,0.0009442358378086948,0.01830195230029993,0.001258236991394751,2.381211050559493,False,0.9671963631199342,0.9917582417582418,1,TCGA-BR-8682-01
